,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,14.0,-27.818886116361284,89.049905150342,27.390546436562587,261.12812896996917,0.0,0.0
