,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,16.0,6.057287447296359,9.449910047368817,-0.7531376123087777,-0.6917783737420855,-0.6604374520925439,-0.693450599546363,0.9709236050059622,1.053931879365896,-0.5831122807218214,0.3002651047565508,0.10570437258737675,0.5989246325219475,0.7773058584482269,0.5937523482456298,0.4772485432330879,0.321901164141973,0.28045605331085893,0.22064459434433176,0.1800892207240704,-0.3129951537506235,0.012189472734377038,0.2114906643467671
