,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime,umixturecoef
0,8.0,8.007403525894098,9.894671327795702,-0.9355235210844847,-0.33509301287936655,-0.09303575568351263,-0.36416234113432744,0.5499067166296028,0.14769031659170118,0.01100602453822732,0.30322256887309096,0.06477922651091748,0.42969666949452423,0.6650217333241746,0.3138218541041674,0.09714026024515422,0.37605811993572713,0.2876294388598129,0.1634333363550865,0.1222555312270181,0.000940564288303046,0.3303321946416156,0.06720493434278964
