,Subject,k,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,l,m1,m2,m3,mNW,BA,BS,x0,sz,nondectime,"LogLoss (nlDDM, train)","LogLoss (OU, train)","BIC (nlDDM, train)","BIC (OU, train)","LogLoss (nlDDM, test)","LogLoss (OU, test)","BIC (nlDDM, test)","BIC (OU, test)",# train samples,# test samples
0,17.0,4.846957339806753,-0.8947793101630374,-0.8388383608107141,-0.7909643005819329,-0.8173773129608566,1.1843032746410893,1.5039705595269643,-0.6593893120551567,0.3835094273602013,0.17829767383642997,0.1,1.1939949125350062,0.986004460622248,0.8124496955091751,0.9134182753257879,0.33114529738888887,0.19713851267448446,-0.33457441373530705,0.018263623009550922,0.2981624476260146,-518.9334871719356,-407.8358550427127,-964.5041177436581,-742.3088534852125,-86.1419168126107,-37.60678083084795,-112.77740809934414,-15.707136135818637,1535.0,384.0
