,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,11.0,-222.69181271048785,-916.4470055102312,-339.5497924768679,-1704.3814995883315,2.2644811504592908,0.39760987521011854
