,Subject,k1,k2,z1,z2,z3,zNW,a0/B0,a1/B1,x0,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,nondectime
0,15.0,9.787622689660045,9.949567435589962,-0.9954557512294069,-0.9941099791653775,-0.9325493905842941,-0.9627586050583063,0.26411511721107717,0.23431765700078655,0.05364686170930081,0.29958333448328145,0.5749997563723651,0.7392623894767795,0.5786566196216404,0.35244721677579804,0.35222392638387123,0.3247141731989811,0.18339518612740302,0.16307708398250798,0.0019849345609215877,0.3093069205083876
