,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,16.0,7.600461656042637,9.005145839148309,-0.7260172971841414,-0.6473410966687794,-0.6205261232647956,-0.6651031269918277,0.8410039205205968,1.057883049239591,-0.5378710727388991,0.3716807657019362,0.1220088349522857,0.5830585291288716,0.770840881960116,0.6019236647255499,0.48478393324055474,0.3277134521912263,0.28544143250244924,0.2168734573700853,0.18103780840055173,-0.29831707098166393,0.023326849204785505,0.21199954684621655
