,a (nl-DDM),k (nl-DDM),z (nl-DDM),x0 (nl-DDM),sz (nl-DDM),drift,B,x0,sz
43,1.0,5.0,0.0,-0.13131313131313127,0.0,0.01,0.31151866886840995,-0.2393267940152899,0.007724059768225766
44,1.0,5.0,0.0,-0.11111111111111105,0.0,0.01,0.3084317338100462,-0.2053845751732446,0.014656635082968661
45,1.0,5.0,0.0,-0.09090909090909083,0.0,0.01,0.30944729714083863,-0.20017651312054607,0.04546037471577424
46,1.0,5.0,0.0,-0.07070707070707061,0.0,0.01,0.3090564350066076,-0.1742766078384902,0.014770808069872965
47,1.0,5.0,0.0,-0.050505050505050386,0.0,0.01,0.3042183124272908,-0.1222722289481879,-0.0005858374285491186
48,1.0,5.0,0.0,-0.030303030303030276,0.0,0.01,0.3056228134574184,-0.05446693453930118,0.011093925522992931
49,1.0,5.0,0.0,-0.010101010101010055,0.0,0.01,0.2966159464112694,-0.008158391745215154,-0.0014778349332029705
50,1.0,5.0,0.0,0.010101010101010166,0.0,0.043416940619219115,0.30679277303449215,-0.03343691203829546,0.034329373016138254
51,1.0,5.0,0.0,0.030303030303030498,0.0,0.11311054958521645,0.303879170270255,-0.10505460602074368,0.008649150447878062
52,1.0,5.0,0.0,0.05050505050505061,0.0,0.22860985171877882,0.3113885001843011,-0.18314414747023855,0.0186418905597181
53,1.0,5.0,0.0,0.07070707070707072,0.0,0.33272385667903226,0.3192036764494821,-0.2557311766188912,0.04108150204230454
54,1.0,5.0,0.0,0.09090909090909105,0.0,0.45697780558357265,0.34310689605555034,-0.3302116553059409,0.00411615374781249
55,1.0,5.0,0.0,0.11111111111111116,0.0,0.5439372535421025,0.35402264935329253,-0.3589985712825201,0.02267164948476208
56,1.0,5.0,0.0,0.1313131313131315,0.0,0.7772940339661587,0.3927204930166681,-0.4909894543845743,0.002501651518214798
57,1.0,5.0,0.0,0.1515151515151516,0.0,0.8519808185321027,0.40174978221641133,-0.49093803731871555,-0.00072425420876987
58,1.0,5.0,0.0,0.1717171717171717,0.0,0.9142445697218173,0.40600623111881706,-0.5204077225516727,0.003321676372975979
59,1.0,5.0,0.0,0.19191919191919204,0.0,1.0510532603380018,0.43499676055823944,-0.5078651595617827,0.02667076465844631
60,1.0,5.0,0.0,0.21212121212121215,0.0,1.0829523605869773,0.4339790422036449,-0.5045526817664784,0.008614116337913647
61,1.0,5.0,0.0,0.2323232323232325,0.0,1.1907773951448055,0.45742338012407036,-0.49340332046287727,0.06651064943214657
62,1.0,5.0,0.0,0.2525252525252526,0.0,1.2886983068327484,2.7572711720602037,0.7421685233310547,0.008950150095135667
63,1.0,5.0,0.0,0.27272727272727293,0.0,1.3120830842129416,1.2768535967187833,0.4610124710641068,0.011864994540378815
64,1.0,5.0,0.0,0.29292929292929304,0.0,1.231763960756994,0.4420581891102513,-0.41706926512859055,0.014532883656068751
65,1.0,5.0,0.0,0.31313131313131315,0.0,1.2734998627250615,5.195400025879881,0.8802431362302039,0.01981614098694906
66,1.0,5.0,0.0,0.3333333333333335,0.0,1.3697535512450807,1.1357735591163944,0.4246322991111502,0.0018610142960417964
67,1.0,5.0,0.0,0.3535353535353536,0.0,1.4128913419020854,4.380414569960843,0.8519142767699379,0.05735269733135384
68,1.0,5.0,0.0,0.3737373737373739,0.0,1.230708133837093,7.6657392786644625,0.9266718268050611,0.07535003082973701
69,1.0,5.0,0.0,0.39393939393939403,0.0,1.2981078058148983,1.1780898324997593,0.514954790286029,0.03505472167164947
70,1.0,5.0,0.0,0.41414141414141437,0.0,1.2748815316256241,2.591808507467992,0.7898135928351726,0.08231226521487534
71,1.0,5.0,0.0,0.4343434343434345,0.0,1.3297946196769173,5.46371249324026,0.9023984904962645,0.020352477304020455
72,1.0,5.0,0.0,0.4545454545454546,0.0,1.2759755091830203,3.575321461402509,0.8543668766378334,0.03131460925476737
73,1.0,5.0,0.0,0.4747474747474749,0.0,1.2550896363743977,0.9873229180062957,0.5131695188753935,0.10328905356905227
74,1.0,5.0,0.0,0.49494949494949503,0.0,1.3037884819630792,1.0356985060996804,0.533954260515453,0.026674238373365355
75,1.0,5.0,0.0,0.5151515151515154,0.0,1.3291254605813705,1.304534676391131,0.6351526664828835,0.023996158088356978
76,1.0,5.0,0.0,0.5353535353535355,0.0,1.2726965531095027,1.0356643742725407,0.5536852671505699,0.01212897732860907
77,1.0,5.0,0.0,0.5555555555555556,0.0,1.2317171857714617,0.6399841112826845,0.3275075346541394,0.03049457175405701
78,1.0,5.0,0.0,0.5757575757575759,0.0,1.2227433019441634,3.055393329454339,0.865930625781659,0.0032460036878663168
79,1.0,5.0,0.0,0.595959595959596,0.0,1.285548879239145,0.9485034028982193,0.5789687873696336,0.004689074310858299
80,1.0,5.0,0.0,0.6161616161616164,0.0,1.1316979802175222,1.1361332027899982,0.6770240669409988,0.01940221007235987
81,1.0,5.0,0.0,0.6363636363636365,0.0,1.2009907853524948,1.223557763110319,0.7055022338874792,0.02364990289464508
82,1.0,5.0,0.0,0.6565656565656568,0.0,1.1964506478034396,1.4295797577072906,0.7536707677474725,0.15400236713780324
83,1.0,5.0,0.0,0.6767676767676769,0.0,1.1913988254796353,4.774808192813115,0.9295815839709993,0.023800609955211494
84,1.0,5.0,0.0,0.696969696969697,0.0,1.2052537326092059,0.4187762081911064,0.2701172943486898,0.009205939651840245
85,1.0,5.0,0.0,0.7171717171717173,0.0,1.2152478906463509,3.1907181786426086,0.901215824479509,0.2042960186905951
86,1.0,5.0,0.0,0.7373737373737375,0.0,1.1836444387252623,0.3398282500940013,0.166827219128447,0.17846337772228482
87,1.0,5.0,0.0,0.7575757575757578,0.0,1.0842361055033056,1.0572516572912192,0.7627133184274042,0.033004059106867434
88,1.0,5.0,0.0,0.7777777777777779,0.0,1.104479799784045,0.8619804820911012,0.7140014163321231,0.16423138845123586
89,1.0,5.0,0.0,0.7979797979797982,0.0,1.114175517399476,2.3497960238333344,0.9014272275575439,0.25221369856428133
90,1.0,5.0,0.0,0.8181818181818183,0.0,0.9891148617070332,4.120243551210226,0.9526199465176002,0.13423492337412313
91,1.0,5.0,0.0,0.8383838383838385,0.0,1.1134085708011343,4.836987721063473,0.9592461853662138,0.366519414562815
92,1.0,5.0,0.0,0.8585858585858588,0.0,0.9610635638627035,6.688436381053112,0.9761096299875716,0.26399113157478116
93,1.0,5.0,0.0,0.8787878787878789,0.0,0.9512542671852884,0.7883321806191157,0.8221018520184016,0.32742961183140196
94,1.0,5.0,0.0,0.8989898989898992,0.0,0.8996721391826724,2.6898283678436785,0.9560773027550062,0.30560627305427923
95,1.0,5.0,0.0,0.9191919191919193,0.0,0.9166551599267245,2.6786525904500422,0.9622978025802122,0.2730596494043842
96,1.0,5.0,0.0,0.9393939393939394,0.0,0.7777315250833179,1.2517624789554076,0.9432340931280405,0.3748414634328765
97,1.0,5.0,0.0,0.9595959595959598,0.0,0.6393168265656498,1.7701730878895323,0.9742769468661843,0.34352683496716985
98,1.0,5.0,0.0,0.9797979797979799,0.0,0.7487174168150026,2.092124030201823,0.9891051360309757,0.5623522777616758
99,1.0,5.0,0.0,1.0,0.0,3.9959723595554406,2.273106881212558,-0.2970455989978287,0.5650390414396862
