,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,sz,nondectime
0,9.0,9.990045842782592,9.998926432588604,9.989521274524188,9.99045661877208,9.993772230077234,-0.9999999174505746,-0.999864194048057,-0.48939955738406604,-0.999714133333631,0.3749951720311948,0.1549989074864877,0.3201540998102417,0.011687034441119681,0.3652684596175645,0.6530576719025345,0.7436567774774101,0.5930829210293361,0.31359126844775154,0.28840326397978516,0.2784379042282968,0.2707121604189098,0.25078822969929426,0.23227528755419785,0.16073323948113294,0.15924965382427647,0.14613584729941487,0.13251041176251982,0.1341903890689684,-0.038549784979733936,0.013983377582677703,0.36537427744270556
