,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,nondectime,halfwidth,umixturecoef,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,nondectime,halfwidth,umixturecoef
0,1.0,6.482597404236996,6.474281206955287,7.060553934520891,7.677107707168968,7.446753732578051,-0.9751321881133742,-0.6680196101025802,-0.5769142854988847,-0.7554901583462422,0.7822497134406716,0.8805505219306415,0.06747614901206125,0.22547001943188316,0.003549939098786231,0.09762735763645435,0.7732564260231244,0.9736160736334285,0.7009433770678105,0.3408258921895765,0.19511780526672318,0.1969995123974218,0.1588007104303002,0.1516739408231994,0.14756139745100433,0.1322997197866954,0.15560337408003694,0.13819874049339437,0.11405659078593278,0.1286230003396373,0.007870412073832364,0.38005882936347996,0.03960293799927207,0.009655119175579353
