,Subject,k1,k2,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BS1,BS2,x0,sz,nondectime
0,3.0,7.3406189381130105,8.578991529702497,-0.8552069992395803,-0.7680063457370314,-0.734239408545856,-0.7811400544533463,0.8806020166887139,1.0980483483741323,-0.6016779087872381,0.29814062816098713,0.15050763609987838,0.723391852041515,0.9956996374361119,0.7768638440470542,0.6316251660391197,0.32047887031052624,0.26812788067008586,0.17968466030231706,0.1533943082240219,-0.17237166879151578,0.029547496797361128,0.3288450455744054
