,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,6.0,-499.2261231980051,-251.5074677124309,-915.308562222508,-419.8712512513597,0.0,0.0
