,a (nl-DDM),k (nl-DDM),z (nl-DDM),x0 (nl-DDM),sz (nl-DDM),drift,B,x0,sz
26,1.0,2.7,0.0,0.0,0.0,0.01,0.3532389186406464,-0.020913151015706233,0.020241982365895028
27,1.0,2.8000000000000003,0.0,0.0,0.0,0.018702794939187594,0.35361864848828617,-0.0018397925583181207,0.0010894049008052242
28,1.0,2.9000000000000004,0.0,0.0,0.0,0.01,0.35662520497149597,-0.013694115206831725,0.06885348650927425
29,1.0,3.0000000000000004,0.0,0.0,0.0,0.012951613250473093,0.34932299170874614,-0.022731174857373748,0.0030266993342711324
30,1.0,3.1,0.0,0.0,0.0,0.020646619796530537,0.3457625103219062,-0.0027629714931368676,0.015392808316264883
31,1.0,3.2,0.0,0.0,0.0,0.026592528083353294,0.34968411662024934,-0.037749611897152424,0.03251573527832652
32,1.0,3.3000000000000003,0.0,0.0,0.0,0.01210753642691745,0.34096021629273743,-0.017734706424420876,0.017791964623588896
33,1.0,3.4000000000000004,0.0,0.0,0.0,0.01,0.33084118820013053,-0.03610444698869797,0.014760719545820367
34,1.0,3.5000000000000004,0.0,0.0,0.0,0.01,0.34032959740763946,-0.02222431542330261,0.013817876498580572
35,1.0,3.6,0.0,0.0,0.0,0.01,0.33739713485251777,-0.030253116114119738,0.03200250595395304
36,1.0,3.7,0.0,0.0,0.0,0.01,0.33551649943446193,-0.03262330503931998,0.022474275161918023
37,1.0,3.8000000000000003,0.0,0.0,0.0,0.02922424000248968,0.3400080243065613,-0.024071559045548696,0.017588621806497784
38,1.0,3.9000000000000004,0.0,0.0,0.0,0.03238199054924824,0.3291025122955258,-0.041166167589827496,0.016821014600945094
39,1.0,4.0,0.0,0.0,0.0,0.027735049610948508,0.3211666231631565,-0.03353733347745158,0.022704238503421514
40,1.0,4.1,0.0,0.0,0.0,0.01,0.32084959952973424,0.0015530408650816785,0.005779232845284588
41,1.0,4.2,0.0,0.0,0.0,0.01,0.3193569983433795,0.0022638607700771196,-0.001175161982246098
42,1.0,4.3,0.0,0.0,0.0,0.01,0.31823721042137354,-0.029433454658477798,0.029360461184219533
43,1.0,4.3999999999999995,0.0,0.0,0.0,0.01,0.3174403248596249,-0.015514581029442476,0.010772956245405974
44,1.0,4.5,0.0,0.0,0.0,0.0229224396779754,0.31755338203929995,-0.028247365414653225,-0.001991817213963465
45,1.0,4.6,0.0,0.0,0.0,0.01,0.31497687303635047,-0.014117108286418656,0.013508790979703367
46,1.0,4.7,0.0,0.0,0.0,0.015575962693079079,0.312258638406262,-0.023579878383101938,0.03589350400152047
47,1.0,4.8,0.0,0.0,0.0,0.030608745249305038,0.3038216201547872,-0.02778876531955521,0.024862103444378558
48,1.0,4.9,0.0,0.0,0.0,0.01,0.29893834520294416,-0.016694530959416864,0.005920563793878841
49,1.0,5.0,0.0,0.0,0.0,0.01,0.2996505596571728,-0.01446945460272675,0.008530383735754432
50,1.0,5.1,0.0,0.0,0.0,0.01,0.30259778378646107,-0.022863282594760004,0.018741448738933242
51,1.0,5.2,0.0,0.0,0.0,0.01,0.30198412166116917,-0.024851259985024243,0.0039297050859850025
52,1.0,5.3,0.0,0.0,0.0,0.01,0.2958434858568131,-0.025748706065863436,0.012376739199519982
53,1.0,5.4,0.0,0.0,0.0,0.01839460699787723,0.29021790005068215,-0.021007185826544816,0.001204622192046756
54,1.0,5.5,0.0,0.0,0.0,0.0165618532168243,0.2909459266126593,-0.01644880052259312,-0.0012662907103015986
55,1.0,5.6,0.0,0.0,0.0,0.01,0.2857061373703429,-0.02011138400073842,0.01242793116773866
56,1.0,5.7,0.0,0.0,0.0,0.028898769931509465,0.2810409854654612,-0.021260129400726635,-0.0006157039438372536
57,1.0,5.8,0.0,0.0,0.0,0.014196187691209158,0.2856057340057543,-0.015153047754783322,0.00043010341323790335
58,1.0,5.9,0.0,0.0,0.0,0.010875646877161905,0.28022232785057,-0.007551124935784137,0.009478163677692386
59,1.0,6.0,0.0,0.0,0.0,0.039361030401160464,0.28273766699214775,-0.0283807896190158,0.014311280738944943
60,1.0,6.1,0.0,0.0,0.0,0.01,0.27778511116498716,-0.010887739571353916,0.03536112042577133
61,1.0,6.2,0.0,0.0,0.0,0.018849708713390884,0.27724488569017947,-0.004903729623073505,0.0031769767822960038
62,1.0,6.3,0.0,0.0,0.0,0.01,0.273015746138368,-0.002096588895730278,0.00854962229867473
63,1.0,6.4,0.0,0.0,0.0,0.020823338648940874,0.2690208369800793,-0.03681393465794658,0.04821010053241537
64,1.0,6.5,0.0,0.0,0.0,0.01,0.2670390886483833,-0.009437438747826765,-0.0005385153353116845
65,1.0,6.6,0.0,0.0,0.0,0.044512206667091346,0.27483020253918866,-0.04198939522739131,0.007682234962254952
66,1.0,6.7,0.0,0.0,0.0,0.018674091495601758,0.267005587003311,-0.02185636101685895,0.00015974488955161625
67,1.0,6.8,0.0,0.0,0.0,0.01,0.2710631795826153,-5.0875842496189705e-05,0.004113578418349473
68,1.0,6.9,0.0,0.0,0.0,0.029750611428253648,0.26291366881369704,-0.03815565555248168,0.0030503996390387478
69,1.0,7.0,0.0,0.0,0.0,0.01,0.2658287058015585,0.0023127871672814493,-0.002342175361475296
70,1.0,7.1,0.0,0.0,0.0,0.01,0.2664133215099511,-0.029041374095837402,0.01022116184945987
71,1.0,7.2,0.0,0.0,0.0,0.013138044939722784,0.2629531931060649,0.0035003018561130528,-0.0025580195860849253
72,1.0,7.3,0.0,0.0,0.0,0.01,0.25801396018280975,-0.03212856873491532,0.019897407471178408
73,1.0,7.4,0.0,0.0,0.0,0.01,0.25656255550384977,-0.008547966080818536,0.003978953661582407
74,1.0,7.5,0.0,0.0,0.0,0.01,0.25996676869306157,-0.013535966474638506,0.039841475122391
75,1.0,7.6,0.0,0.0,0.0,0.01,0.25145132425171113,-0.026823753470865075,0.015057309359528759
76,1.0,7.7,0.0,0.0,0.0,0.01,0.25319567080649463,-0.011113077808084237,-0.0029999741860707863
77,1.0,7.8,0.0,0.0,0.0,0.02541754944225528,0.2537367573475384,-0.009084962821698128,0.0010176884305579392
78,1.0,7.9,0.0,0.0,0.0,0.01,0.2482757910806992,-0.003888489558782404,0.03176528260981715
79,1.0,8.0,0.0,0.0,0.0,0.032440988398526015,0.249987020002159,-0.042824098026729596,-0.002195100770383873
80,1.0,8.1,0.0,0.0,0.0,0.01,0.24840348587591787,-0.03331007878728054,0.009392060057247464
81,1.0,8.2,0.0,0.0,0.0,0.01,0.2444889346439556,-0.027490349515155277,-0.0014911832042714401
82,1.0,8.3,0.0,0.0,0.0,0.010007818580151984,0.24203981147229658,-0.019367850304558787,-0.0005255671528213712
83,1.0,8.4,0.0,0.0,0.0,0.030742950599848027,0.24496213810091128,-0.029303327576165383,0.0010637667574771026
84,1.0,8.5,0.0,0.0,0.0,0.01,0.24382158985487745,-0.02170493168259069,0.0042868646423952494
85,1.0,8.6,0.0,0.0,0.0,0.01657205832568529,0.24183552566394972,-0.020523099290312374,0.014573480557596996
86,1.0,8.7,0.0,0.0,0.0,0.01106220488238639,0.23819427737631393,-0.016075980272562518,0.03704179580854938
87,1.0,8.8,0.0,0.0,0.0,0.01,0.23758795280259282,-0.020155039122837115,-0.0042605600420924095
88,1.0,8.9,0.0,0.0,0.0,0.024113742237371522,0.23515799176374408,-0.012890813829369296,0.012074203236344339
89,1.0,9.0,0.0,0.0,0.0,0.01,0.23279349015551531,-0.01675444222972322,-0.0008813731112231604
90,1.0,9.1,0.0,0.0,0.0,0.01,0.2316373114374901,-0.0006666741625855899,0.005692617802325106
91,1.0,9.2,0.0,0.0,0.0,0.023981309993101625,0.24111168286178586,-0.0026628975431169932,0.005841700557721818
92,1.0,9.3,0.0,0.0,0.0,0.01,0.23375961277431312,-0.01202503135803501,0.038908359348092336
93,1.0,9.4,0.0,0.0,0.0,0.01,0.23312825713199992,-0.003988035281840441,0.010353796147492655
94,1.0,9.5,0.0,0.0,0.0,0.01,0.23175689153066514,-0.020633370495225734,0.007453604114455281
95,1.0,9.6,0.0,0.0,0.0,0.01,0.23048626292255925,0.0015850120114910826,0.010738793512646394
96,1.0,9.700000000000001,0.0,0.0,0.0,0.019124557542822527,0.23086294163002297,-0.010488292316087722,0.014282557684883734
97,1.0,9.8,0.0,0.0,0.0,0.016448763420434456,0.22996769011223073,-0.035826693503531404,0.019015707542040516
98,1.0,9.9,0.0,0.0,0.0,0.029397836195885922,0.22929458378867285,-0.024199771572291584,0.021949552893653967
99,1.0,10.0,0.0,0.0,0.0,0.01,0.22476572489993085,-0.029127116445597512,0.0071459989106470445
