,Subject,LogLoss (nlDDM),LogLoss (DDM),"BIC (nlDDM, bounded SP)",BIC (DDM),Perf (nlDDM),Perf (DDM)
0,6.0,-181.93084935948707,-393.5923336355315,-280.71801454547204,-704.0409830975609,0.0,0.0
