,Subject,k1,k2,k3,k4,k5,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,vNW,v1,v2,v3,BA1,BA2,BA3,BA4,BA5,BS1,BS2,BS3,BS4,BS5,x0,sz,nondectime
0,5.0,8.689494149161725,9.348093489580076,9.949793131273672,9.537966511043772,9.278112178730716,-0.9841046574067798,-0.8792932699542235,-0.8090498584781364,-0.861998447691117,1.06505697798925,1.42406495505243,-0.7090531787820412,0.36997679132256,0.24206565688221487,0.9339793835564638,1.0,0.957275623376935,0.747337398089942,0.29059660275265975,0.2684277057778602,0.2337411059720273,0.24547013370213044,0.2970634508300677,0.16537044491123537,0.1511907419339774,0.1359073453104288,0.14782722914327628,0.14946938689957306,-0.20060253804282036,0.007458434149764714,0.31448037449566174
